"Order Number ","Reason"," Cancelled By ","Note"," Subtotal Price"," Shipping Cost"," Total Price ","Cancelled Date","Order Date",""
"Lvs28862","INVENTORY","Randa","طلب العميلة بالالغاء","770","40","810","2024-10-12 07:53:09","2024-10-10 20:30:42",""
"Lvs28210","INVENTORY","Samar","العميله طلبت الغاء الاوردر","1272","50","1322","2024-10-12 07:52:56","2024-10-08 18:23:01",""
"Lvs28899","INVENTORY","Randa","طلب العميلة بالالغاء","360","70","430","2024-10-12 07:51:32","2024-10-11 10:41:20",""
"Lvs27140","INVENTORY","Samar","العميله طلبت الغاء الاوردر","1193","50","1243","2024-10-12 07:37:11","2024-10-05 21:30:29",""
"Lvs28521","INVENTORY","Randa","طلب العميلة بالالغاء للاستبدال و تم عمل اوردر استرجاع بقطع","445","50","495","2024-10-12 06:59:01","2024-10-09 14:03:29",""
"Lvs28597","INVENTORY","Randa","طلب العميلة بالالغاء","1013","50","1063","2024-10-11 15:51:41","2024-10-09 17:49:36",""
"Lvs28462","INVENTORY","Randa","طلب العميلة بالالغاء","1210","40","1250","2024-10-11 15:25:58","2024-10-09 10:47:55",""
"Lvs28436","INVENTORY","Samar","العميله طلب الالغاء","375","50","425","2024-10-11 14:48:23","2024-10-09 10:47:50",""
"Lvs28673","INVENTORY","Randa","طلب العميلة بالالغاء","1100","50","1150","2024-10-11 14:36:20","2024-10-09 23:47:55",""
"Lvs28684","INVENTORY","Samar","العميله طلب الالغاء","552","50","602","2024-10-11 14:29:54","2024-10-09 23:47:55",""
"Lvs28829","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","375","50","425","2024-10-11 14:26:54","2024-10-10 17:08:49",""
"Lvs27447","ORDER_LATE","Samar","العميله مبتردش ولا بتدينا افاده","550","0","550","2024-10-11 14:23:22","2024-10-06 14:00:44",""
"Lvs28790","CUSTOMER_REQUEST","Samar","العميله طلب الالغاء","500","70","570","2024-10-11 14:15:11","2024-10-10 17:08:44",""
"Lvs28845","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","280","50","330","2024-10-11 14:13:05","2024-10-10 20:30:42",""
"Lvs28482","INVENTORY","Randa","طلب العميلة بالالغاء","950","50","1000","2024-10-11 13:53:18","2024-10-09 10:47:55",""
"Lvs28730","INVENTORY","Randa","طلب العميلة بالالغاء","1090","50","1140","2024-10-11 13:50:07","2024-10-10 08:42:36",""
"Lvs27996","INVENTORY","Randa","طلب العميلة بالالغاء","2078","50","2128","2024-10-11 13:44:43","2024-10-07 23:47:53",""
"Lvs28716","INVENTORY","Randa","طلب العميلة بالالغاء","640","50","690","2024-10-11 13:42:35","2024-10-10 08:42:36",""
"Lvs28703","INVENTORY","Samar","العميله طلب الالغاء","1160","170","1330","2024-10-11 13:41:50","2024-10-10 08:42:36",""
"Lvs27097","BROUGHT_FROM_STORE","Nermin ","ملغي لعدم وجود الفقطع وهتشتري من الفرع","990","40","1030","2024-10-11 13:38:39","2024-10-05 21:30:23",""
"Lvs28802","INVENTORY","Nermin ","ملغي نواقصلعدم وجود القطعة","140","50","190","2024-10-11 13:24:34","2024-10-10 17:08:49",""
"Lvs28827","INVENTORY","Nermin ","ملغي لعدو وجود القطعة ولان مفيش خصم علي اللون الاسود","1000","85","1085","2024-10-11 13:22:05","2024-10-10 17:08:49",""
"Lvs28443","INVENTORY","Randa","القطعة غير متاحة","525","50","575","2024-10-11 13:16:05","2024-10-09 10:47:50",""
"Lvs28825","INVENTORY","Nermin ","ملغي مش عايزة بدايل","220","85","305","2024-10-11 13:14:34","2024-10-10 17:08:49",""
"Lvs28822","INVENTORY","Nermin ","ملغي نواقصالقطع مش متاحة","750","50","800","2024-10-11 13:04:19","2024-10-10 17:08:49",""
"Lvs28509","INVENTORY","Randa","طلب العميلة بالالغاء","1142","70","1212","2024-10-11 12:57:10","2024-10-09 14:03:23",""
"Lvs28804","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","675","50","725","2024-10-11 12:53:10","2024-10-10 17:08:49",""
"Lvs28764","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","460","50","510","2024-10-11 12:35:47","2024-10-10 12:44:42",""
"Lvs28722","INVENTORY","Randa","طلب العميلة بالالغاء","210","70","280","2024-10-11 12:32:15","2024-10-10 08:42:36",""
"Lvs28495","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل وعايزة الاوردر كامل","815","50","865","2024-10-11 11:40:35","2024-10-09 14:03:23",""
"Lvs28495","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل وعايزة الاوردر كامل","815","50","865","2024-10-11 11:40:32","2024-10-09 14:03:23",""
"Lvs28259","INVENTORY","Samar","العميله طلب الالغاء","600","50","650","2024-10-11 11:25:30","2024-10-08 18:23:08",""
"Lvs28447","INVENTORY","Samar","العميله طلب الالغاء","1235","80","1315","2024-10-11 11:23:08","2024-10-09 10:47:50",""
"Lvs28319","INVENTORY","Randa","طلب العميلة بالالغاء","3250","50","3300","2024-10-11 11:12:40","2024-10-09 10:47:36",""
"Lvs28229","INVENTORY","Randa","طلب العميلة بالالغاء","500","50","550","2024-10-11 11:06:26","2024-10-08 18:23:08",""
"Lvs28620","INVENTORY","Randa","طلب العميلة بالالغاء","1190","50","1240","2024-10-11 11:03:07","2024-10-09 18:40:35",""
"Lvs28658","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","250","50","300","2024-10-11 10:58:02","2024-10-09 23:47:55",""
"Lvs28593","INVENTORY","Randa","طلب العميلة بالالغاء","383","70","453","2024-10-11 10:57:13","2024-10-09 17:49:36",""
"Lvs28151","INVENTORY","Noor","نواقص القطع غير متاحة","931","50","981","2024-10-11 10:51:09","2024-10-08 09:05:31",""
"Lvs28150","INVENTORY","Noor","نواقص محتاجة نفس اللون","1200","50","1250","2024-10-11 10:43:32","2024-10-08 09:01:07",""
"Lvs28502","REPEATED_ORDER","Nermin ","ملغي مكرر","455","50","505","2024-10-11 10:16:54","2024-10-09 14:03:23",""
"Lvs28506","INVENTORY","Nermin ","ملغي نواقصالقطعة غير متاحة","375","50","425","2024-10-11 10:06:00","2024-10-09 14:03:23",""
"Lvs28786","INVENTORY","Samar","ملغي العميله تليفونها مغلق","450","70","520","2024-10-11 10:01:37","2024-10-10 13:15:27",""
"Lvs28325","INVENTORY","Randa","طلب العميلة بالالغاء","150","50","200","2024-10-11 09:48:17","2024-10-09 10:47:36",""
"Lvs28629","INVENTORY","Randa","طلب العميلة بالالغاء","620","50","670","2024-10-11 09:37:30","2024-10-09 23:47:50",""
"Lvs28631","INVENTORY","Randa","طلب العميلة بالالغاء","480","50","530","2024-10-11 09:34:44","2024-10-09 23:47:50",""
"Lvs28638","INVENTORY","Randa","طلب العميلة بالالغاء","805","50","855","2024-10-11 09:27:58","2024-10-09 23:47:50",""
"Lvs28500","INVENTORY","Samar","العميله طلب الالغاء","500","50","550","2024-10-11 09:23:17","2024-10-09 14:03:23",""
"Lvs28650","INVENTORY","Samar","ملغي العميله تليفونها مغلق","520","50","570","2024-10-11 09:15:33","2024-10-09 23:47:50",""
"Lvs28558","INVENTORY","Noor","نواقص محتاجة نفس الاوردر","392","50","442","2024-10-11 09:12:54","2024-10-09 16:15:16",""
"Lvs28170","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","959","50","1009","2024-10-11 09:05:41","2024-10-08 18:23:01",""
"Lvs28844","CUSTOMER_REQUEST","Samar","العميله طلب الالغاء","732","50","782","2024-10-11 09:00:57","2024-10-10 20:30:42",""
"Lvs28013","CUSTOMER_REQUEST","Samar","العميله طلب الالغاء","2105","50","2155","2024-10-11 08:50:54","2024-10-07 23:47:59",""
"Lvs28322","CUSTOMER_REQUEST","Samar","العميله طلب الالغاء","135","70","205","2024-10-11 08:36:30","2024-10-09 10:47:36",""
"Lvs28577","INVENTORY","Randa","طلب العميلة بالالغاء","1623","50","1673","2024-10-11 08:32:12","2024-10-09 16:15:16",""
"Lvs28431","INVENTORY","Randa","طلب العميلة بالالغاء","1354","50","1404","2024-10-11 08:29:11","2024-10-09 10:47:50",""
"Lvs28378","INVENTORY","Randa","طلب العميلة بالالغاء","640","50","690","2024-10-11 08:25:41","2024-10-09 10:47:43",""
"Lvs28499","CUSTOMER_REQUEST","Samar","العميله طلب الالغاء","520","50","570","2024-10-11 08:24:03","2024-10-09 14:03:23",""
"Lvs28572","INVENTORY","Noor","نواقص القطعة غير متاحة","600","50","650","2024-10-11 08:20:07","2024-10-09 16:15:16",""
"Lvs27905","INVENTORY","Randa","طلب العميلة بالالغاء","1190","50","1240","2024-10-11 08:08:18","2024-10-07 18:42:08",""
"Lvs28576","INVENTORY","Noor","نواقص القطعة غير متاحة","460","70","530","2024-10-11 08:05:28","2024-10-09 16:15:16",""
"Lvs28532","OTHER","Noor","نواقص عملت اوردر تانى","655","50","705","2024-10-11 07:57:17","2024-10-09 14:03:29",""
"Lvs28407","INVENTORY","Noor","نواقص محتاجة نفس الاوردر","640","50","690","2024-10-11 07:49:21","2024-10-09 10:47:50",""
"Lvs28391","INVENTORY","Nermin ","ملغي نواقص لعدم وجود القطعة","325","50","375","2024-10-11 07:45:45","2024-10-09 10:47:43",""
"Lvs28444","INVENTORY","Noor","نواقص القطعة غير متاحة","385","170","555","2024-10-10 14:52:20","2024-10-09 10:47:50",""
"Lvs27863","INVENTORY","Nermin ","ملغي بطلب منها","3184","50","3234","2024-10-10 14:31:44","2024-10-07 16:29:45",""
"Lvs28580","INVENTORY","Nermin ","ملغي نواقص لعدم وجود القطعة وعايزة الاوردر كامل","615","50","665","2024-10-10 14:23:18","2024-10-09 16:15:16",""
"Lvs28403","INVENTORY","Nermin ","ملغي نواقص لعدم وجود القطعة","180","50","230","2024-10-10 14:21:47","2024-10-09 10:47:50",""
"Lvs28520","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","960","50","1010","2024-10-10 14:17:21","2024-10-09 14:03:29",""
"Lvs27130","ORDER_LATE","Noor","الاوردر اتأخر على العميلة متشحنش","384","50","434","2024-10-10 14:14:26","2024-10-06 16:05:08",""
"Lvs28617","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","703","50","753","2024-10-10 14:04:08","2024-10-09 18:40:35",""
"Lvs28646","CUSTOMER_REQUEST","Nermin ","ملغي لعدم وجود رد","553","70","623","2024-10-10 13:48:35","2024-10-09 23:47:50",""
"Lvs28404","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","350","50","400","2024-10-10 13:37:43","2024-10-09 10:47:50",""
"Lvs28256","INVENTORY","Noor","نواقص محتاجة الاوردر كامل","418","50","468","2024-10-10 13:14:32","2024-10-08 18:23:08",""
"Lvs27942","INVENTORY","Noor","نواقص القطعة غير متاحة","525","50","575","2024-10-10 13:07:18","2024-10-07 23:47:44",""
"Lvs28285","INVENTORY","Noor","نواقص القطعة غير متاحة","160","40","200","2024-10-10 13:04:04","2024-10-08 18:23:13",""
"Lvs28606","CUSTOMER_REQUEST","Nermin ","ملغي نواقص لعدم وجود القطعة","553","80","633","2024-10-10 13:01:56","2024-10-09 17:49:36",""
"Lvs28647","INVENTORY","Nermin ","ملغي لعدم ودجود القطعة وعايزة الاوردر كامل","768","50","818","2024-10-10 12:54:40","2024-10-09 23:47:50",""
"Lvs28359","INVENTORY","Nermin ","ملغي المقاس مش مناسب معاها","460","50","510","2024-10-10 12:07:20","2024-10-09 10:47:43",""
"Lvs28118","INVENTORY","Nermin ","ملغي لما تتوفر هتعمل اوردر جديد","1850","50","1900","2024-10-10 11:51:35","2024-10-08 09:01:06",""
"Lvs28382","INVENTORY","Randa","طلب العميلة بالالغاء","1050","50","1100","2024-10-10 11:47:51","2024-10-09 10:47:43",""
"Lvs27906","INVENTORY","Nermin ","ملغي لعدم وجود القطع","875","80","955","2024-10-10 11:47:49","2024-10-07 18:42:08",""
"Lvs28377","INVENTORY","Nermin ","ملغي نواقص لعدم وجود القطعة","120","80","200","2024-10-10 11:27:19","2024-10-09 10:47:43",""
"Lvs28366","INVENTORY","Nermin ","ملغي نواقص لعدم وجود القطعة","600","50","650","2024-10-10 11:22:06","2024-10-09 10:47:43",""
"Lvs28627","INVENTORY","Randa","طلب العميلة بالالغاء","805","50","855","2024-10-10 11:15:30","2024-10-09 23:47:50",""
"Lvs27911","INVENTORY","Nermin ","ملغي برغبة العميلة","1867","80","1947","2024-10-10 11:01:13","2024-10-07 18:42:08",""
"Lvs28622","INVENTORY","Randa","طلب العميلة بالالغاء","553","50","603","2024-10-10 10:54:02","2024-10-09 18:40:35",""
"Lvs28623","INVENTORY","Randa","طلب العميلة بالالغاء","1106","50","1156","2024-10-10 10:52:22","2024-10-09 23:47:50",""
"Lvs28567","INVENTORY","Randa","طلب العميلة بالالغاء","844","50","894","2024-10-10 10:50:19","2024-10-09 16:15:16",""
"Lvs28247","INVENTORY","Noor","نواقص القطعه غير متاحة","325","50","375","2024-10-10 09:45:29","2024-10-08 18:23:08",""
"Lvs28207","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","210","75","285","2024-10-10 09:35:34","2024-10-08 18:23:01",""
"Lvs28255","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","805","80","885","2024-10-10 09:35:29","2024-10-08 18:23:08",""
"Lvs28162","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","650","70","720","2024-10-10 09:33:18","2024-10-08 18:22:54",""
"Lvs28466","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلت طلبت الغائه من الواتساب","1610","70","1680","2024-10-10 09:30:20","2024-10-09 10:47:55",""
"Lvs28067","INVENTORY","Randa","طلب العميلة بالالغاء","2346","50","2396","2024-10-10 09:28:27","2024-10-08 09:00:59",""
"Lvs28060","INVENTORY","Samar","العميله طلبت الغاء الاوردر","859","50","909","2024-10-10 09:25:06","2024-10-08 09:00:59",""
"Lvs27935","INVENTORY","Nermin ","ملغي نواقص هتعمل اوردر جديد","1515","50","1565","2024-10-10 09:15:36","2024-10-07 23:47:44",""
"Lvs28020","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","160","80","240","2024-10-10 09:14:40","2024-10-07 23:47:59",""
"Lvs27961","REPEATED_ORDER","Fatma","ملغي عملت  اوردر تاني برقم  28761 والاوردر مدفوع","500","75","575","2024-10-10 09:14:28","2024-10-07 23:47:53",""
"Lvs27590","BROUGHT_FROM_STORE","Fatma","ملغي  اشترت  من  الفرع","1772","50","1822","2024-10-10 09:00:56","2024-10-07 10:17:42",""
"Lvs28180","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","1084","50","1134","2024-10-10 08:58:02","2024-10-08 18:23:01",""
"Lvs27148","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2632","50","2682","2024-10-10 08:40:29","2024-10-05 21:30:29",""
"Lvs28084","INVENTORY","Noor","نواقص محتاجة الاوردر كامل","1341","70","1411","2024-10-10 08:28:57","2024-10-08 09:00:59",""
"Lvs28262","INVENTORY","Nermin ","ملغي نواقص لعدم وجود القطع","1510","50","1560","2024-10-10 08:23:20","2024-10-08 18:23:08",""
"Lvs27965","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","165","50","215","2024-10-10 08:13:04","2024-10-07 23:47:53",""
"Lvs28088","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","1080","50","1130","2024-10-10 08:10:30","2024-10-08 09:00:59",""
"Lvs27975","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","390","50","440","2024-10-10 08:07:41","2024-10-07 23:47:53",""
"Lvs28137","INVENTORY","Nermin ","ملغي نواقص لعدم وجود القطعة ومحتاجة الطقم علي بعض","770","50","820","2024-10-10 07:55:23","2024-10-08 09:01:06",""
"Lvs28109","INVENTORY","Randa","طلب العميلة بالالغاء","742","50","792","2024-10-10 07:42:04","2024-10-08 09:01:06",""
"Lvs27989","INVENTORY","Randa","طلب العميلة بالالغاء","325","50","375","2024-10-10 07:18:52","2024-10-07 23:47:53",""
"Lvs28139","INVENTORY","Nermin ","ملغي نواقص لعدم وجود القطعة ومش عايزة بديل","420","50","470","2024-10-10 07:10:29","2024-10-08 09:01:06",""
"Lvs27956","INVENTORY","Randa","طلب العميلة بالالغاء","473","50","523","2024-10-10 07:10:21","2024-10-07 23:47:53",""
"Lvs28021","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","620","50","670","2024-10-10 07:05:17","2024-10-07 23:47:59",""
"Lvs27542","FAKE_ORDER","Samar","العميله مش بترد","390","50","440","2024-10-10 06:36:10","2024-10-06 18:19:22",""
"Lvs28100","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفر ع","2490","80","2570","2024-10-09 18:52:57","2024-10-08 09:01:06",""
"Lvs28201","INVENTORY","Nermin ","ملغي نواقص لعدم وجود القطعة","390","50","440","2024-10-09 18:20:59","2024-10-08 18:23:01",""
"Lvs26425","INVENTORY","Noor","نواقص القطع غير متاحة","1095","50","1145","2024-10-09 14:06:42","2024-10-03 23:40:34",""
"Lvs28059","INVENTORY","Samar","العميله طلبت الغاء الاوردر","300","50","350","2024-10-09 13:52:20","2024-10-08 09:00:59",""
