"Order Number ","Reason"," Cancelled By ","Note ","Cancelled Date","Order Date",""
"Lvs30834","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-22 08:56:53","2024-10-19T13:38:52+03:00",""
"Lvs31109","INVENTORY","Noor","نواقص القطعة غير متاحة","2024-10-22 07:30:15","2024-10-20T21:46:08+03:00",""
"Lvs30782","INVENTORY","Noor","نواقص القطعة غير متاحة","2024-10-22 07:27:38","2024-10-19T06:58:32+03:00",""
"Lvs30970","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-21 19:31:34","2024-10-20T00:06:41+03:00",""
"Lvs31177","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-21 19:29:16","2024-10-21T12:43:59+03:00",""
"Lvs31166","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","2024-10-21 18:26:18","2024-10-21T10:37:27+03:00",""
"Lvs31187","INVENTORY","Fatma","ملغي  نواقص","2024-10-21 15:02:51","2024-10-21T14:38:04+03:00",""
"Lvs31143","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","2024-10-21 14:42:18","2024-10-21T03:08:49+03:00",""
"Lvs30857","INVENTORY","Noor","نواقص اشترت من فرع سموحة","2024-10-21 13:39:16","2024-10-19T15:14:59+03:00",""
"Lvs30950","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-21 13:23:32","2024-10-19T22:24:30+03:00",""
"Lvs31105","INVENTORY","Nermin ","ملغي لعدم وجودالقطعة","2024-10-21 12:33:27","2024-10-20T21:26:28+03:00",""
"Lvs31118","INVENTORY","Nermin ","ملغي برغبتها","2024-10-21 12:29:10","2024-10-20T22:40:48+03:00",""
"Lvs31149","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-21 12:08:59","2024-10-21T06:08:12+03:00",""
"Lvs31048","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-21 11:58:10","2024-10-20T14:21:53+03:00",""
"Lvs31078","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-21 11:45:26","2024-10-20T18:18:22+03:00",""
"Lvs31096","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-21 11:41:30","2024-10-20T21:01:42+03:00",""
"Lvs31099","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-21 11:27:28","2024-10-20T21:09:10+03:00",""
"Lvs31140","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","2024-10-21 11:19:44","2024-10-21T02:07:40+03:00",""
"Lvs31113","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-21 11:01:30","2024-10-20T22:21:17+03:00",""
"Lvs31081","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-21 10:57:11","2024-10-20T18:43:03+03:00",""
"Lvs30808","INVENTORY","Noor","نواقص طالبه اوردر تانى و اتشحن","2024-10-21 10:54:24","2024-10-19T11:15:16+03:00",""
"Lvs31090","INVENTORY","Nermin ","ملغي مش عايزة بدايل","2024-10-21 10:52:36","2024-10-20T19:55:22+03:00",""
"Lvs31107","INVENTORY","Nermin ","ملغي لعدم وجود القطع","2024-10-21 10:46:16","2024-10-20T21:34:07+03:00",""
"Lvs31087","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-21 10:44:46","2024-10-20T19:30:53+03:00",""
"Lvs30464","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-21 10:40:55","2024-10-17T16:18:50+03:00",""
"Lvs31061","INVENTORY","Nermin ","ملغي مش عايزة اي بدايل","2024-10-21 10:33:11","2024-10-20T16:22:53+03:00",""
"Lvs31062","INVENTORY","Nermin ","ملغي الشيميز هو القطعة الاساسية بالنسبالها","2024-10-21 10:07:28","2024-10-20T16:30:07+03:00",""
"Lvs31079","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-21 09:56:03","2024-10-20T18:20:41+03:00",""
"Lvs30814","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-21 09:52:31","2024-10-19T11:53:52+03:00",""
"Lvs30922","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-21 09:44:41","2024-10-19T19:45:02+03:00",""
"Lvs30741","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-21 09:37:41","2024-10-18T23:55:06+03:00",""
"Lvs30900","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-21 09:24:14","2024-10-19T18:17:00+03:00",""
"Lvs30985","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-21 09:21:34","2024-10-20T01:31:06+03:00",""
"Lvs30958","INVENTORY","Nermin ","ملغي مش عايزة بدايل","2024-10-21 09:05:16","2024-10-19T23:21:42+03:00",""
"Lvs31001","INVENTORY","Nermin ","ملغي لان القطع الي موجودة هي قطع اساسية","2024-10-21 09:02:35","2024-10-20T04:46:41+03:00",""
"Lvs30551","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-21 09:02:11","2024-10-17T23:04:03+03:00",""
"Lvs30903","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-21 08:57:29","2024-10-19T18:37:40+03:00",""
"Lvs30901","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-21 08:55:11","2024-10-19T18:25:47+03:00",""
"Lvs31009","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-21 08:52:36","2024-10-20T07:26:55+03:00",""
"Lvs30740","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-21 08:43:07","2024-10-18T23:54:25+03:00",""
"Lvs30839","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-21 08:37:06","2024-10-19T14:12:44+03:00",""
"Lvs30865","INVENTORY","Nermin ","ملغي لعدم وجود القطع","2024-10-21 08:35:55","2024-10-19T15:49:49+03:00",""
"Lvs30783","INVENTORY","Noor","نواقص القطعة غير متاحة","2024-10-21 08:27:16","2024-10-19T07:45:39+03:00",""
"Lvs30883","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-21 08:26:27","2024-10-19T17:01:15+03:00",""
"Lvs30460","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-21 08:24:38","2024-10-17T16:04:12+03:00",""
"Lvs30747","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-21 08:16:09","2024-10-19T00:59:01+03:00",""
"Lvs30662","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-21 08:14:55","2024-10-18T15:25:58+03:00",""
"Lvs30420","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-21 08:06:32","2024-10-17T14:21:13+03:00",""
"Lvs30836","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-21 08:01:51","2024-10-19T13:55:15+03:00",""
"Lvs30907","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-21 08:00:26","2024-10-19T18:51:59+03:00",""
"Lvs30933","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-21 07:59:19","2024-10-19T20:42:22+03:00",""
"Lvs30969","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-21 07:51:47","2024-10-20T00:03:38+03:00",""
"Lvs30185","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-21 07:51:42","2024-10-16T15:40:45+03:00",""
"Lvs30893","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-21 07:37:01","2024-10-19T17:36:08+03:00",""
"Lvs30874","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-21 07:27:56","2024-10-19T16:27:43+03:00",""
"Lvs30909","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-21 07:19:55","2024-10-19T19:03:28+03:00",""
"Lvs30888","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-21 07:17:52","2024-10-19T17:23:53+03:00",""
"Lvs31013","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-21 06:41:27","2024-10-20T09:17:14+03:00",""
"Lvs30971","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-21 06:40:02","2024-10-20T00:19:16+03:00",""
"Lvs31010","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-21 06:39:25","2024-10-20T08:05:33+03:00",""
"Lvs30937","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 19:20:07","2024-10-19T21:07:07+03:00",""
"Lvs30955","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 19:07:38","2024-10-19T22:51:37+03:00",""
"Lvs30850","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 19:06:27","2024-10-19T14:53:14+03:00",""
"Lvs30918","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 18:58:18","2024-10-19T19:32:24+03:00",""
"Lvs30919","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 18:50:10","2024-10-19T19:33:47+03:00",""
"Lvs30879","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 18:47:58","2024-10-19T16:46:51+03:00",""
"Lvs30790","INVENTORY","Noor","نواقص طلبت اوردرتانى و استلمت و طلبت نلغى ده","2024-10-20 18:13:05","2024-10-19T09:39:48+03:00",""
"Lvs30925","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","2024-10-20 16:54:09","2024-10-19T19:56:18+03:00",""
"Lvs30547","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-20 14:20:29","2024-10-17T22:48:43+03:00",""
"Lvs30765","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-20 13:58:26","2024-10-19T03:21:38+03:00",""
"Lvs30519","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 12:51:52","2024-10-17T20:36:24+03:00",""
"Lvs30463","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-20 12:33:36","2024-10-17T16:08:31+03:00",""
"Lvs30512","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-20 12:28:37","2024-10-17T19:58:24+03:00",""
"Lvs30813","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 11:56:17","2024-10-19T11:50:27+03:00",""
"Lvs30677","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-20 11:44:39","2024-10-18T17:13:22+03:00",""
"Lvs30762","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-20 11:19:18","2024-10-19T02:52:21+03:00",""
"Lvs30770","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 11:14:25","2024-10-19T03:56:04+03:00",""
"Lvs30497","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-20 11:13:09","2024-10-17T18:26:52+03:00",""
"Lvs30767","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 11:11:52","2024-10-19T03:26:17+03:00",""
"Lvs30766","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 11:05:13","2024-10-19T03:24:44+03:00",""
"Lvs30688","INVENTORY","Noor","نواقص القطع غير متاحة","2024-10-20 10:59:21","2024-10-18T18:20:25+03:00",""
"Lvs30457","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 10:53:20","2024-10-17T16:01:13+03:00",""
"Lvs30610","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-20 10:51:11","2024-10-18T11:38:22+03:00",""
"Lvs30605","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-10-20 10:47:57","2024-10-18T11:05:18+03:00",""
"Lvs30796","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-20 10:46:59","2024-10-19T09:55:33+03:00",""
"Lvs30696","INVENTORY","Noor","نواقص القطعة غير متاحة","2024-10-20 10:42:39","2024-10-18T19:02:55+03:00",""
"Lvs30480","INVENTORY","Noor","نواقص القطعة غير متاحة","2024-10-20 10:04:33","2024-10-17T17:24:13+03:00",""
"Lvs30428","INVENTORY","Noor","نواقص القطع غير متاحة","2024-10-20 09:58:09","2024-10-17T14:46:46+03:00",""
"Lvs30477","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 09:03:08","2024-10-17T17:17:54+03:00",""
"Lvs30518","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 08:57:07","2024-10-17T20:34:11+03:00",""
"Lvs30720","OTHER","Mostafa","ملغي","2024-10-20 08:30:40","2024-10-18T21:17:47+03:00",""
"Lvs30733","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-20 08:01:10","2024-10-18T23:16:39+03:00",""
"Lvs30821","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-20 07:52:53","2024-10-19T12:06:07+03:00",""
"Lvs30590","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-20 07:31:42","2024-10-18T07:02:29+03:00",""
"Lvs30613","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 07:26:52","2024-10-18T11:43:53+03:00",""
"Lvs30540","CUSTOMER_REQUEST","Samar","30540","2024-10-20 07:26:47","2024-10-17T22:29:18+03:00",""
"Lvs30724","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 07:15:43","2024-10-18T21:41:36+03:00",""
"Lvs30727","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-20 06:24:15","2024-10-18T21:54:46+03:00",""
"Lvs29830","OTHER","Mostafa","ملغي","2024-10-19 15:20:31","2024-10-15T03:58:25+03:00",""
"Lvs30608","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 14:04:31","2024-10-18T11:30:07+03:00",""
"Lvs30748","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 13:58:51","2024-10-19T01:07:47+03:00",""
"Lvs30793","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-19 13:51:17","2024-10-19T09:47:35+03:00",""
"Lvs30495","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 13:49:26","2024-10-17T18:15:08+03:00",""
"Lvs30737","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-19 13:46:47","2024-10-18T23:36:17+03:00",""
"Lvs30485","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-19 13:37:48","2024-10-17T17:38:11+03:00",""
"Lvs30491","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 12:35:00","2024-10-17T17:58:52+03:00",""
"Lvs30795","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 12:26:31","2024-10-19T09:50:31+03:00",""
"Lvs30365","INVENTORY","Noor","نواقص القطعة غير متاحة","2024-10-19 12:09:22","2024-10-17T10:17:07+03:00",""
"Lvs30257","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-19 12:06:54","2024-10-16T20:14:38+03:00",""
"Lvs30679","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 11:49:38","2024-10-18T17:36:46+03:00",""
"Lvs30503","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-19 11:49:35","2024-10-17T19:12:23+03:00",""
"Lvs30681","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 11:43:06","2024-10-18T17:48:25+03:00",""
"Lvs30560","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-19 11:39:49","2024-10-18T00:19:20+03:00",""
"Lvs30557","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-19 11:38:27","2024-10-17T23:46:33+03:00",""
"Lvs30585","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 11:34:48","2024-10-18T03:45:53+03:00",""
"Lvs30494","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 11:31:02","2024-10-17T18:13:58+03:00",""
"Lvs30414","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-19 11:29:12","2024-10-17T14:09:06+03:00",""
"Lvs30481","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 11:25:49","2024-10-17T17:27:18+03:00",""
"Lvs30572","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 11:21:20","2024-10-18T01:55:25+03:00",""
"Lvs30569","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 11:19:21","2024-10-18T01:32:51+03:00",""
"Lvs30511","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-19 11:19:14","2024-10-17T19:57:36+03:00",""
"Lvs30546","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-19 11:16:00","2024-10-17T22:41:42+03:00",""
"Lvs30545","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-19 11:12:11","2024-10-17T22:41:36+03:00",""
"Lvs30514","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-19 11:04:31","2024-10-17T20:10:20+03:00",""
"Lvs30340","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-19 11:03:20","2024-10-17T06:30:41+03:00",""
"Lvs30488","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 10:58:45","2024-10-17T17:52:06+03:00",""
"Lvs30563","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 10:17:56","2024-10-18T00:50:18+03:00",""
"Lvs30411","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-19 10:16:18","2024-10-17T14:01:18+03:00",""
"Lvs30544","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 10:09:22","2024-10-17T22:40:42+03:00",""
"Lvs30308","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 10:07:39","2024-10-16T23:53:36+03:00",""
"Lvs30399","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 10:04:04","2024-10-17T13:14:51+03:00",""
"Lvs30418","INVENTORY","Samar","العميله طلبت الغاء الاوردر","2024-10-19 09:57:59","2024-10-17T14:13:31+03:00",""
"Lvs30447","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 09:56:38","2024-10-17T15:32:02+03:00",""
"Lvs30419","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-10-19 09:55:55","2024-10-17T14:17:45+03:00",""
"Lvs30197","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 09:33:41","2024-10-16T16:35:08+03:00",""
"Lvs30438","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 09:22:11","2024-10-17T15:13:08+03:00",""
"Lvs30351","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 09:07:09","2024-10-17T08:07:38+03:00",""
"Lvs30219","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 08:42:35","2024-10-16T17:49:32+03:00",""
"Lvs29807","INVENTORY","Randa","طلب العميلة بالالغاء","2024-10-19 08:13:24","2024-10-15T01:18:32+03:00",""
"Lvs30266","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-10-19 08:07:41","2024-10-16T21:14:39+03:00",""
"Lvs30034","INVENTORY","Samar","العميله طلبت الالغاء","2024-10-18 08:38:00","2024-10-15T21:03:44+03:00",""
"Lvs30046","INVENTORY","Samar","العميله طلبت الالغاء","2024-10-18 08:35:43","2024-10-15T22:10:29+03:00",""
"Lvs30044","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","2024-10-18 08:34:34","2024-10-15T21:50:06+03:00",""
"Lvs30289","INVENTORY","Samar","العميله طلبت الالغاء","2024-10-18 08:30:07","2024-10-16T22:34:33+03:00",""
